id,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_mid_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_year_price_mid_peak_fix,var_year_price_off_peak,var_year_price_peak,var_year_price_mid_peak,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,var_6m_price_off_peak_fix,var_6m_price_peak_fix,var_6m_price_mid_peak_fix,var_6m_price_off_peak,var_6m_price_peak,var_6m_price_mid_peak,churn,has_gas_flag,tenure_days,days_since_modif,days_to_renewal_from_end,days_to_renewal_from_modif,activ_year,activ_month,renewal_month,avg_monthly_cons_12m,cons_last_month_vs_avg,cons_last_month_minus_avg,total_cons_12m,gas_share_12m,forecast_error_12m,forecast_abs_error_12m,forecast_abs_error_pct_12m,forecast_year_minus_12m,net_margin_per_cons,gross_margin_per_cons,margin_gap,fcast_energy_peak_off_spread,fcast_energy_peak_off_ratio,fcast_energy_peak_off_abs_spread,year_price_peak_off_spread,year_price_peak_off_ratio,year_price_peak_off_abs_spread,m6_price_peak_off_spread,m6_price_peak_off_ratio,m6_price_peak_off_abs_spread,year_price_mid_off_spread,year_price_mid_off_ratio,year_price_mid_off_abs_spread,m6_price_mid_off_spread,m6_price_mid_off_ratio,m6_price_mid_off_abs_spread,chg_off_peak_var_year_minus_6m,chg_off_peak_var_pct,chg_peak_var_year_minus_6m,chg_peak_var_pct,chg_mid_peak_var_year_minus_6m,chg_mid_peak_var_pct,chg_off_peak_fix_year_minus_6m,chg_off_peak_fix_pct,chg_peak_fix_year_minus_6m,chg_peak_fix_pct,chg_mid_peak_fix_year_minus_6m,chg_mid_peak_fix_pct,chg_off_peak_total_year_minus_6m,chg_off_peak_total_pct,chg_peak_total_year_minus_6m,chg_peak_total_pct,chg_mid_peak_total_year_minus_6m,chg_mid_peak_total_pct,powmax_x_offpeak_price,antig_x_products,log1p_cons_12m,log1p_cons_gas_12m,log1p_cons_last_month,log1p_net_margin,log1p_imp_cons,log1p_total_cons_12m,channel_sales_epumfxlbckeskwekxbiuasklxalciiuu,channel_sales_ewpakwlliwisiwduibdlfmalxowmwpci,channel_sales_fixdbufsefwooaasfcxdxadsiekoceaa,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,channel_sales_lmkebamcaaclubfxadlmueccxoimlema,channel_sales_sddiedcslfslkckwlfkdpoeeailfpeds,channel_sales_usilxuppasemubllopkaafesmlibmsdf,origin_up_ewxeelcelemmiwuafmddpobolfuxioce,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw,origin_up_usapbepcfoloekilkwsdiboslwaxobdp,has_gas_t
24011ae4ebbe3035111d65fa7c15bc57,0,54946,0,0.0,0,0.0,1.78,0.114481,0.098142,40.606701,0.0,25.44,25.44,2,678.99,3,43.648,6.129362790151515e-05,2.6276049696969715e-05,0.0004402762588106,1.1027846956785217,49.55070278697598,22.022535052251545,1.102845989306423,49.55072906302568,22.02297532851036,0.0001314535265666,4.10083842666666e-05,0.0009084736945666,2.0862936898302333,99.53051658064774,44.23579383578343,2.0864251433568,99.530557589032,44.23670230947799,1,1.0,1096,227,-358,-131,2013,6,6,0.0,0.0,0.0,54946,1.0,0.0,0.0,0.0,0,0.012357180555808325,0.0004629916100970026,0.0,-0.016339000000000006,0.8572701385370626,0.016339000000000006,48.447883073719254,44.92983119461384,48.447883073719254,97.4441324456752,47.7038489504832,97.4441324456752,20.920129339203935,19.96920292846838,20.920129339203935,42.15027716612119,21.202141494597377,42.15027716612119,-7.015989866508484e-05,-0.5296944557365726,-1.4732334569696885e-05,-0.35069986210792936,-0.000468197435756,-0.5148004153975169,-0.9835089941517117,-0.4714142249155329,-49.97981379367176,-0.5021556705276252,-22.213258783531888,-0.5021557511511703,-0.9835791540503769,-0.4714181506889673,-49.97982852600632,-0.5021556116486416,-22.213726980967632,-0.5021560224676191,48.137021741246755,6,0.0,10.91412436325496,0.0,6.522078092179667,0.0,10.91412436325496,0,0,0,1,0,0,0,0,0,0,1,0,1
d29c2c54acc38ff3c0614d0a653813dd,4660,0,0,189.95,0,0.0,16.27,0.1457109999999999,0.0,44.31137796,0.0,16.38,16.38,1,18.89,6,13.8,4.894689356060596e-06,0.0006089452740833,0.0,0.0064647789908397,0.0,0.0,0.0064696736801957,0.0006089452740833,0.0,3.350259766666641e-06,0.0012178905481666,0.0,0.00948171852,0.0,0.0,0.0094850687797667,0.0012178905481666,0.0,0,0.0,2566,2566,-365,2201,2009,8,8,388.3333333333333,0.0,-388.3333333333333,4660,0.0,-4470.05,4470.05,0.9590323964814418,-4660,0.004052778373739541,0.0035142673246084527,0.0,-0.1457109999999999,0.0,0.1457109999999999,-0.0058607284061124,0.0941084814626107,0.0058607284061124,-0.0082671782316001,0.12838727785363505,0.0082671782316001,-0.0064696736801957,0.0,0.0064696736801957,-0.0094850687797667,0.0,0.0094850687797667,1.5444295893939547e-06,0.35502008437012583,-0.0006089452740833,-0.4995897908957026,0.0,0.0,-0.0030169395291602995,-0.318151332109803,0.0,0.0,0.0,0.0,-0.0030153950995710005,-0.31787615814073417,-0.0006089452740833,-0.4995897908957026,0.0,0.0,0.08928149678670066,6,8.446985296372741,0.0,0.0,2.9902170928658807,0.0,8.446985296372741,0,0,0,0,0,0,0,0,1,0,0,0,0
764c75f661154dac3a6c254cd082ea7d,544,0,0,47.96,0,0.0,38.72,0.165794,0.087899,44.31137796,0.0,28.6,28.6,1,6.6,6,13.856,5.738446424242413e-06,2.558511136363673e-07,0.0,0.0076618913283488,0.0,0.0,0.007667629774773,2.558511136363673e-07,0.0,3.5697306666666378e-06,9.450150000000093e-08,0.0,0.0,0.0,0.0,3.5697306666666378e-06,9.450150000000093e-08,0.0,0,0.0,2192,2192,-365,1827,2010,4,4,45.333333333333336,0.0,-45.333333333333336,544,0.0,-496.04,496.04,0.910165137614679,-544,0.012110091743119266,0.052477064220183486,0.0,-0.07789499999999999,0.5301667722187039,0.07789499999999999,-0.007667373923659363,3.336334145091009e-05,0.007667373923659363,-3.475229166666637e-06,0.02067988397857471,3.475229166666637e-06,-0.007667629774773,0.0,0.007667629774773,-3.5697306666666378e-06,0.0,3.5697306666666378e-06,2.1687157575757753e-06,0.4745828399461739,1.6134961363636635e-07,0.1474183577056461,0.0,0.0,0.0076618913283488,7661.8913283488,0.0,0.0,0.0,0.0,0.007664060044106333,1677.1360509298538,1.6134961363636635e-07,0.1474183577056461,0.0,0.0,0.10624267815925469,6,6.300785794663244,0.0,0.0,2.028148247292285,0.0,6.300785794663244,0,0,0,1,0,0,0,0,1,0,0,0,0
bba03439a292a1e166f80264c16191cb,1584,0,0,240.04,0,0.0,19.83,0.146694,0.0,44.31137796,0.0,30.22,30.22,1,25.46,6,13.2,5.36669481060609e-06,0.0,0.0,0.0064647208082943,0.0,0.0,0.0064700875031049,0.0,0.0,3.318240666666617e-06,0.0,0.0,0.0,0.0,0.0,3.318240666666617e-06,0.0,0.0,0,0.0,2192,2192,-365,1827,2010,3,3,132.0,0.0,-132.0,1584,0.0,-1343.96,1343.96,0.8479242902208202,-1584,0.016063091482649842,0.019066246056782334,0.0,-0.146694,0.0,0.146694,-0.0064700875031049,0.0,0.0064700875031049,-3.318240666666617e-06,0.0,3.318240666666617e-06,-0.0064700875031049,0.0,0.0064700875031049,-3.318240666666617e-06,0.0,3.318240666666617e-06,2.0484541439394728e-06,0.47437238960577377,0.0,0.0,0.0,0.0,0.0064647208082943,6464.7208082943,0.0,0.0,0.0,0.0,0.006466769262438233,1497.547209991455,0.0,0.0,0.0,0.0,0.08540515504098467,6,7.368339686311381,0.0,0.0,3.2756341586868096,0.0,7.368339686311381,0,0,0,0,1,0,0,0,1,0,0,0,0
149d57cf92fc41cf94415803a877cb4b,4425,0,526,445.75,526,0.0,131.73,0.1169,0.1000149999999999,40.606701,52.32,44.91,44.91,1,47.98,6,19.8,1.4800567515151491e-05,3.55248142424242e-06,2.5220456590909238e-06,0.0054289416934153,0.0019544190096292,0.0008686306709463,0.0054437422609305,0.0019579714910535,0.0008711527166054,1.1100320166666667e-05,2.896760166666666e-06,4.860000000000553e-10,0.0,0.0,0.0,1.1100320166666667e-05,2.896760166666666e-06,4.860000000000553e-10,0,0.0,2245,2245,-364,1881,2010,1,3,368.75,1.426440674097788,157.25,4425,0.0,-3979.25,3979.25,0.8990623587889742,-3899,0.010840488025305016,0.010146859466787166,0.0,-0.016885000000000108,0.8555529892815279,0.016885000000000108,-0.003485770769877,0.3596077458253984,0.003485770769877,-8.203560000000001e-06,0.23939533225298534,8.203560000000001e-06,-0.0045725895443251,0.15999888972825704,0.0045725895443251,-1.1099834166666668e-05,4.016422650855659e-05,1.1099834166666668e-05,3.700247348484824e-06,0.30579747457245576,6.55721257575754e-07,0.16827344499794186,2.521559659090924e-06,2.5203347763895985,0.0054289416934153,5428.9416934153,0.0019544190096292,1954.4190096292,0.0008686306709463,868.6306709463001,0.005432641940763833,448.9667931043174,0.0019550747308868335,501.71800348678556,0.0008711522306053999,870.7290562840459,0.10778609676642391,6,8.395251520610994,0.0,6.267200548541362,3.891412051524022,3.976311495310508,8.395251520610994,0,0,0,0,0,0,0,0,1,0,0,0,0
1aa498825382410b098937d65c4ec26d,8302,0,1998,796.94,1998,0.0,30.12,0.164775,0.086131,45.30837756,181.21,33.12,33.12,1,118.89,4,13.2,1.321997281060616e-05,3.4529359090907487e-06,0.0,3.8181818111259284e-13,0.0,0.0,1.3219973192424342e-05,3.4529359090907487e-06,0.0,1.036078536666661e-05,4.240523999999899e-06,0.0,0.0,0.0,0.0,1.036078536666661e-05,4.240523999999899e-06,0.0,1,0.0,1827,404,-365,39,2011,12,12,691.8333333333334,2.8879787961147017,1306.1666666666665,8302,0.0,-7505.0599999999995,7505.0599999999995,0.903897386486812,-6304,0.014318920871973985,0.003988919667590027,0.0,-0.078644,0.5227156867504976,0.078644,-9.767037283333593e-06,0.2428229548934939,9.767037283333593e-06,-6.120261366666711e-06,0.3732597582946961,6.120261366666711e-06,-1.3219973192424342e-05,0.0,1.3219973192424342e-05,-1.036078536666661e-05,0.0,1.036078536666661e-05,2.85918744393955e-06,0.2516716363930806,-7.875880909091506e-07,-0.15028804197999396,0.0,0.0,3.8181818111259284e-13,3.8181818111259284e-07,0.0,0.0,0.0,0.0,2.859187825757732e-06,0.2516716700015125,-7.875880909091506e-07,-0.15028804197999396,0.0,0.0,0.00017450364614000132,4,9.02437217426203,0.0,7.6004023345004,4.786574655719562,5.205159868061787,9.02437217426203,0,0,0,0,0,0,1,0,0,0,1,0,0
7ab4bf4878d8f7661dfc20e9b8e18011,45097,0,0,8069.28,0,0.0,0.0,0.166178,0.087538,44.31137796,0.0,4.04,4.04,1,346.63,4,15.0,5.679116969697228e-06,1.5034329545458559e-07,0.0,0.0,0.0,0.0,5.679116969697228e-06,1.5034329545458559e-07,0.0,3.569730666666869e-06,9.450150000002215e-08,0.0,0.0,0.0,0.0,3.569730666666869e-06,9.450150000002215e-08,0.0,1,0.0,1827,1827,-365,1462,2011,12,12,3758.0833333333335,0.0,-3758.0833333333335,45097,0.0,-37027.72,37027.72,0.8210501574349195,-45097,0.007686150161869706,8.958268659364051e-05,0.0,-0.07863999999999999,0.5267693270509511,0.07863999999999999,-5.528773674242642e-06,0.02250945688429841,5.528773674242642e-06,-3.475229166666847e-06,0.020679883978578308,3.475229166666847e-06,-5.679116969697228e-06,0.0,5.679116969697228e-06,-3.569730666666869e-06,0.0,3.569730666666869e-06,2.109386303030359e-06,0.461599699609634,5.5841795454563436e-08,0.05102030052454228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.109386303030359e-06,0.461599699609634,5.5841795454563436e-08,0.05102030052454228,0.0,0.0,8.518675454545842e-05,4,10.716593178609457,0.0,0.0,5.8511386957660445,0.0,10.716593178609457,0,0,0,1,0,0,0,0,0,0,1,0,0
01495c955be7ec5e7f3203406785aae0,29552,0,1260,864.73,751,0.0,144.49,0.115174,0.098837,40.606701,70.63,53.92,53.92,1,100.09,6,26.4,1.6800727537878678e-05,3.3982987499998823e-06,2.1826788787878687e-06,0.0064343012662695,0.0023163484558568,0.001029488202603,0.0064511019938074,0.0023197467546068,0.0010316708814818,1.110032016666668e-05,2.896760166666548e-06,4.860000000000553e-10,0.0,0.0,0.0,1.110032016666668e-05,2.896760166666548e-06,4.860000000000553e-10,0,0.0,2192,2192,-365,1827,2010,4,4,2462.6666666666665,0.5116404978972765,-1202.6666666666665,29552,0.0,-28687.27,28687.27,0.9707058505058708,-28801,0.0033867966027137687,0.001824518661388015,0.0,-0.016337000000000004,0.8581462991100499,0.016337000000000004,-0.0041313552392006,0.3595334910751949,0.0041313552392006,-8.203560000000132e-06,0.23939533225297538,8.203560000000132e-06,-0.0054194311123256,0.1598968650018207,0.0054194311123256,-1.109983416666668e-05,4.016422650855655e-05,1.109983416666668e-05,5.700407371211999e-06,0.47109558199254753,5.015385833333342e-07,0.12870655669896444,2.182192878787869e-06,2.181132848223632,0.0064343012662695,6434.301266269501,0.0023163484558568,2316.3484558568002,0.001029488202603,1029.488202603,0.006440001673640733,532.2174607727578,0.0023168499944401333,594.5580162358475,0.0010316703954818,1031.1692472276472,0.17030909263651536,6,10.293940540523788,0.0,7.13966033596492,4.616011209165967,4.27151398062636,10.293940540523788,0,0,0,1,0,0,0,0,0,0,1,0,0
f53a254b1115634330c12c7fdbf7958a,2962,0,0,444.38,0,0.0,15.85,0.1457109999999999,0.0,44.31137796,0.0,12.82,12.82,1,42.59,4,13.2,4.391109356060598e-06,0.0,0.0,0.0064647692938031,0.0,0.0,0.0064691604031591,0.0,0.0,2.842930166666625e-06,0.0,0.0,0.00948171852,0.0,0.0,0.0094845614501667,0.0,0.0,0,0.0,1827,1827,-364,1463,2011,9,9,246.83333333333334,0.0,-246.83333333333334,2962,0.0,-2517.62,2517.62,0.8496861289233885,-2962,0.01437394532568343,0.0043266959163010465,0.0,-0.1457109999999999,0.0,0.1457109999999999,-0.0064691604031591,0.0,0.0064691604031591,-0.0094845614501667,0.0,0.0094845614501667,-0.0064691604031591,0.0,0.0064691604031591,-0.0094845614501667,0.0,0.0094845614501667,1.5481791893939733e-06,0.4028642526015171,0.0,0.0,0.0,0.0,-0.0030169492261968994,-0.3181523547107143,0.0,0.0,0.0,0.0,-0.0030154010470076,-0.3178937865564729,0.0,0.0,0.0,0.0,0.08539291732170011,4,7.993957547573565,0.0,0.0,3.774827766250301,0.0,7.993957547573565,0,0,0,0,0,0,1,0,1,0,0,0,0
10c1b2f97a2d2a6f10299dc213d1a370,26064,0,2188,2738.1,2188,0.0,130.43,0.1157609999999999,0.099419,40.606701,219.59,33.42,33.42,1,329.6,6,31.5,1.706805687878792e-05,3.3759960833333077e-06,3.076903878787866e-06,0.0,0.0,0.0,1.706805687878792e-05,3.3759960833333077e-06,3.076903878787866e-06,1.110032016666668e-05,2.896760166666666e-06,4.860000000000553e-10,0.0,0.0,0.0,1.110032016666668e-05,2.896760166666666e-06,4.860000000000553e-10,0,0.0,2192,371,-365,6,2010,5,5,2172.0,1.0073664820408075,16.0,26064,0.0,-23325.9,23325.9,0.8949127182044888,-23876,0.012645309802417036,0.0012821791674659507,0.0,-0.016341999999999912,0.8588224114994564,0.016341999999999912,-1.3692060795454614e-05,0.18684887400906738,1.3692060795454614e-05,-8.203560000000013e-06,0.2393953322529851,8.203560000000013e-06,-1.3991153000000055e-05,0.17029522872490963,1.3991153000000055e-05,-1.109983416666668e-05,4.016422650855655e-05,1.109983416666668e-05,5.9677367121212416e-06,0.4931883313766231,4.792359166666419e-07,0.12298316965105549,3.076417878787866e-06,3.074923465983398,0.0,0.0,0.0,0.0,0.0,0.0,5.9677367121212416e-06,0.4931883313766231,4.792359166666419e-07,0.12298316965105549,3.076417878787866e-06,3.074923465983398,0.0005376437916818195,6,10.168348697202207,0.0,7.691200097522863,5.8009091853869235,5.39630577487624,10.168348697202207,0,0,0,0,1,0,0,0,0,0,1,0,0
